null,null
null,20121
null,20121
null,20121
null,20121
null,20121
null,20121
null,20121
null,20121
null,20121
null,20121
null,20121
null,20121
null,20121
null,20121
null,20121
null,20121
null,20121
null,20121
null,20121
null,20121
null,20121
null,20121
null,20121
null,20121
null,20121
null,20121
null,20121
null,20121
null,20121
null,20121
null,20121
null,20121
null,20121
null,20101
null,20101
null,20101
null,20101
null,20101
null,20101
null,20101
null,20101
null,20101
null,20111
null,20111
null,20111
null,20111
null,20121
null,20121
null,20121
null,20121
null,20121
null,20111
null,20101
null,20111
null,20111
null,20111
null,20111
null,20111
null,20121
null,20121
null,20121
null,20001
null,20001
null,20001
null,20001
null,20001
null,20001
null,20001
null,20001
null,20001
null,20011
null,20011
null,20011
null,20011
null,20011
null,20031
null,20031
null,20031
null,20031
null,20031
null,20031
null,20031
null,20031
null,20031
null,20041
null,20041
null,20041
null,20041
null,20041
null,20041
null,20041
null,20041
null,20041
null,20041
null,20041
null,20051
null,20051
null,20061
null,20061
null,20061
null,20061
null,20061
null,20061
null,20061
null,20071
null,20071
null,20071
null,20071
null,20071
null,20071
null,20071
null,20071
null,20071
null,20071
null,20071
null,20071
null,20071
null,20071
null,20071
null,20071
null,20081
null,20081
null,20081
null,20081
null,20081
null,20081
null,20081
null,20081
null,20081
null,20081
null,20081
null,20091
null,20091
null,20091
null,20111
null,20061
null,20041
null,20071
null,20031
null,19991
null,19991
null,19991
null,19991
null,19991
null,19991
null,19991
null,20121
null,20121
null,20101
null,20121
null,20111
null,20111
null,20111
null,20111
null,20111
null,20111
null,20111
null,20111
null,20111
null,20111
null,20111
null,20111
null,20111
null,20112
null,20112
null,20121
null,20121
null,20121
null,20121
null,20121
null,20121
null,20121
null,20121
null,20121
null,20111
null,20111
null,20121
null,20121
null,20121
null,20121
null,20121
null,20121
null,20121
null,20121
null,20121
null,20121
null,20121
null,20121
null,20121
null,20121
null,20121
null,20082
null,20101
null,20121
null,20101
null,20091
null,20091
null,20101
null,20101
null,20121
null,20121
null,20121
null,20112
null,20112
null,20121
null,20121
null,20121
null,20121
null,20121
null,null
null,null
null,20121
null,20121
null,20121
null,20121
null,20121
null,20091
null,20091
null,20091
null,20091
null,20091
null,20092
null,20101
null,20101
null,20101
null,20101
null,20101
null,20101
null,20101
null,20101
null,20101
null,20101
null,20101
null,20101
null,20101
null,20101
null,20111
null,20111
null,20111
null,20111
null,20121
null,20121
null,20121
null,20112
null,20112
null,20112
null,20091
null,20091
null,20091
null,20091
null,20091
null,20091
null,20091
null,20091
null,20091
null,20091
null,20091
null,20091
null,20091
null,20091
null,20091
null,20091
null,20091
null,20091
null,20091
null,20091
null,20101
null,20101
null,20101
null,20101
null,20101
null,20101
null,20101
null,20101
null,20101
null,20101
null,20101
null,20101
null,20101
null,20101
null,20101
null,20101
null,20101
null,20101
null,20101
null,20101
null,20101
null,20101
null,20101
null,20111
null,20111
null,20111
null,20111
null,20111
null,20111
null,20111
null,20111
null,20111
null,20111
null,20111
null,20111
null,20111
null,20121
null,20121
null,20121
null,20121
null,20121
null,20121
null,20121
null,20121
null,20121
null,20121
,20121
0000000 ,null
000000000000000,null
0002010002 ,20001
0002010003 ,20001
0002010004 ,20001
0002010005 ,20001
0002010006 ,20001
0002010007 ,20001
0002010008 ,20001
0002010009 ,20001
0002010010 ,20001
0002010011 ,20001
0002010012 ,20001
0002010014 ,20001
0002010015 ,20001
0002010016 ,20001
0002010017 ,20001
0002010018 ,20001
0002010020 ,20001
0002010021 ,20001
0002010022 ,20001
0002010023 ,20001
0002010024 ,20001
0002010025 ,20001
0002010026 ,20001
0002010027 ,20001
0002010028 ,20001
0002010029 ,20001
0002010030 ,20001
0002010032 ,20001
0002010033 ,20001
0002010034 ,20001
0002010035 ,20001
0002010036 ,20001
0002010037 ,20001
0002010038 ,20001
0002010039 ,20001
0002010040 ,20001
0002010042 ,20001
0002010043 ,20001
0002010044 ,20001
0002010045 ,20001
0002010046 ,20001
0002010047 ,20001
0002010049 ,20001
0002010050 ,20001
0002010051 ,20001
0002010052 ,20001
0002010054 ,20001
0002010055 ,20001
0002010056 ,20001
0002010057 ,20001
0002010058 ,20001
0002010059 ,20001
0002010060 ,20001
0002010061 ,20001
0002010062 ,20001
0002010063 ,20001
0002010064 ,20001
0002010065 ,20001
0002010066 ,20001
0002010067 ,20001
0002010068 ,20001
0002010069 ,20001
0002010070 ,20001
0002010071 ,20001
0002010072 ,20001
0002010073 ,20001
0002010074 ,20001
0002010075 ,20001
0002010076 ,20001
0002010077 ,20001
0002010078 ,20001
0002010079 ,20001
0002010080 ,20001
0002010081 ,20001
0002010082 ,20001
0002010084 ,20001
0002010085 ,20001
0002010086 ,20001
0002010087 ,20001
0002010088 ,20001
0002010089 ,20001
0002010090 ,20001
0002010091 ,20001
0002010092 ,20001
0002010093 ,20001
0002010094 ,20001
0002010095 ,20001
0002010097 ,20001
0002010098 ,20001
0002010102 ,20001
0002010103 ,20001
0002010104 ,20001
0002010105 ,20001
0002010106 ,20001
0002010108 ,20001
0002010109 ,20001
0002010112 ,20001
0002010113 ,20001
0002010114 ,20001
0002010115 ,20001
0002010116 ,20001
0002010118 ,20001
0002010120 ,20001
0002010121 ,20001
0002010122 ,20001
0002010126 ,20001
0002010127 ,20001
0002010130 ,20001
0002010131 ,20001
0002010132 ,20001
0002010133 ,20001
0002010134 ,20001
0002010135 ,20001
0002010136 ,20001
0002010137 ,20001
0002010138 ,20001
0002010139 ,20001
0002010140 ,20001
0002010141 ,20001
0002010142 ,20001
0002010143 ,20001
0002010144 ,20001
0002010145 ,20001
0002010146 ,20001
0002010147 ,20001
0002010148 ,20001
0002010150 ,20001
0002010151 ,20001
0002010152 ,20001
0002010153 ,20001
0002010154 ,20001
0002010155 ,20001
0002010156 ,20001
0002010157 ,20001
0002010159 ,20001
0002010160 ,20001
0002010161 ,20001
0002010162 ,20001
0002010163 ,20001
0002010165 ,20001
0002010166 ,20001
0002010169 ,20001
0002010170 ,20001
0002010171 ,20001
0002010174 ,20001
0002010175 ,20001
0002010176 ,20001
0002010177 ,20001
0002010178 ,20001
0002010179 ,20001
0002010180 ,20001
0002010181 ,20001
0002010182 ,20001
0002010183 ,20001
0002010184 ,20001
0002010185 ,20001
0002010186 ,20001
0002010187 ,20001
0002010188 ,20001
0002010189 ,20001
0002010190 ,20001
0002010191 ,20001
0002010192 ,20001
0002010193 ,20001
0002010194 ,20001
0002010195 ,20001
0002010196 ,20001
0002010197 ,20001
0002010198 ,20001
0002010199 ,20001
0002010201 ,20001
0002010202 ,20001
0002010203 ,20001
0002010204 ,20001
0002010426 ,20001
0002020015 ,20001
00020200381 ,20001
00020200400 ,20001
0002020152 ,20001
0002020205 ,20001
0002020206 ,20001
0002020207 ,20001
0002020208 ,20001
0002020209 ,20001
0002020210 ,20001
0002020211 ,20001
0002020212 ,20001
0002020215 ,20001
0002020216 ,20001
0002020217 ,20001
0002020218 ,20001
0002020219 ,20001
0002020220 ,20001
0002020221 ,20001
0002020222 ,20001
0002020223 ,20001
0002020224 ,20001
0002020226 ,20001
0002020227 ,20001
0002020228 ,20001
0002020229 ,20001
0002020230 ,20001
0002020231 ,20001
0002020232 ,20001
0002020233 ,20001
0002020234 ,20001
0002020235 ,20001
0002020236 ,20001
0002020237 ,20001
0002020238 ,20001
0002020240 ,20001
0002020241 ,20001
0002020242 ,20001
0002020243 ,20001
0002020244 ,20001
0002020245 ,20001
0002020246 ,20001
0002020247 ,20001
0002020248 ,20001
0002020249 ,20001
0002020250 ,20001
0002020251 ,20001
0002020252 ,20001
0002020253 ,20001
0002020254 ,20001
0002020255 ,20001
0002020256 ,20001
0002020257 ,20001
0002020258 ,20001
0002020259 ,20001
0002020260 ,20001
0002020261 ,20001
0002020262 ,20001
0002020263 ,20001
0002020264 ,20001
0002020265 ,20001
0002020266 ,20001
0002020267 ,20001
0002020268 ,20001
0002020269 ,20001
0002020271 ,20001
0002020272 ,20001
0002020273 ,20001
0002020274 ,20001
0002020275 ,20001
0002020276 ,20001
0002020277 ,20001
0002020278 ,20001
0002020279 ,20001
0002020280 ,20001
0002020281 ,20001
0002020282 ,20001
0002020283 ,20001
0002020284 ,20001
0002020285 ,20001
0002020287 ,20001
0002020288 ,20001
0002020289 ,20001
0002020290 ,20001
0002020291 ,20001
0002020292 ,20001
0002020293 ,20001
0002020294 ,20001
0002020295 ,20001
0002020296 ,20001
0002020297 ,20001
0002020298 ,20001
0002020299 ,20001
0002020300 ,20001
0002020301 ,20001
0002020302 ,20001
0002020303 ,20001
0002020304 ,20001
0002020305 ,20001
0002020306 ,20001
0002020307 ,20001
0002020308 ,20001
0002020309 ,20001
0002020310 ,20001
0002020311 ,20001
0002020312 ,20001
0002020313 ,20001
0002020314 ,20001
0002020315 ,20001
0002020316 ,20001
0002020317 ,20001
0002020318 ,20001
0002020320 ,20001
0002020321 ,20001
0002020322 ,20001
0002020323 ,20001
0002020324 ,20001
0002020325 ,20001
0002020326 ,20001
0002020327 ,20001
0002020328 ,20001
0002020329 ,20001
0002020330 ,20001
0002020331 ,20001
0002020332 ,20001
0002020333 ,20001
0002020334 ,20001
0002020335 ,20001
0002020336 ,20001
0002020337 ,20001
0002020338 ,20001
0002020339 ,20001
0002020340 ,20001
0002020341 ,20001
0002020342 ,20001
0002020343 ,20001
0002020344 ,20001
0002020345 ,20001
0002020346 ,20001
0002020347 ,20001
0002020348 ,20001
0002020349 ,20001
0002020350 ,20001
0002020351 ,20001
0002020353 ,20001
0002020354 ,20001
0002020355 ,20001
0002020356 ,20001
0002020357 ,20001
0002020358 ,20001
0002020359 ,20001
0002020360 ,20001
0002020361 ,20001
0002020362 ,20001
0002020363 ,20001
0002020364 ,20001
0002020366 ,20001
0002020367 ,20001
0002020368 ,20001
0002020369 ,20001
0002020370 ,20001
0002020372 ,20001
0002020373 ,20001
0002020374 ,20001
0002020375 ,20001
0002020376 ,20001
0002020377 ,20001
0002020378 ,20001
0002020379 ,20001
0002020380 ,20001
0002020381 ,20001
0002020382 ,20001
0002020383 ,20001
0002020384 ,20001
0002020385 ,20001
0002020386 ,20001
0002020388 ,20001
0002020389 ,20001
0002020390 ,20001
0002020391 ,20001
0002020392 ,20001
0002020393 ,20001
0002020394 ,20001
0002020395 ,20001
0002020396 ,20001
0002020397 ,20001
0002020398 ,20001
